emotion,cluster,mean_band_1,mean_band_0,mean_band_-1,mean_band_-2,mean_band_-3,mean_band_avg,shift_band_1,shift_band_-1,shift_band_-2,shift_band_-3,shift_band_avg,sem_shift_band_-3
disturbed,Fear/Anxiety,-0.028308,-0.024644,-0.023024,-0.021167,-0.019548,-0.021776,-0.003664,0.00162,0.003477,0.005096,0.002868,0.000858
envious,Shame/Guilt,-0.049842,-0.048779,-0.046607,-0.046281,-0.044343,-0.046217,-0.001062,0.002173,0.002499,0.004436,0.002562,0.000888
sensitive,Fear/Anxiety,0.147571,0.149186,0.15111,0.150718,0.153506,0.151169,-0.001614,0.001924,0.001532,0.004321,0.001983,0.000641
impatient,Anger/Hostility,-0.064918,-0.061801,-0.059718,-0.060451,-0.057481,-0.059838,-0.003117,0.002083,0.001349,0.00432,0.001962,0.000717
anxious,Fear/Anxiety,0.144125,0.144712,0.14511,0.146309,0.149029,0.146089,-0.000587,0.000398,0.001597,0.004317,0.001377,0.000789
mad,Anger/Hostility,0.014225,0.014474,0.016268,0.018909,0.018616,0.017776,-0.000248,0.001795,0.004436,0.004142,0.003303,0.000871
stressed,Fear/Anxiety,-0.063549,-0.061668,-0.061546,-0.059777,-0.05755,-0.060286,-0.001881,0.000122,0.001891,0.004118,0.001382,0.000903
worthless,Sadness/Despair,0.152967,0.155814,0.157936,0.160086,0.159789,0.159157,-0.002847,0.002122,0.004272,0.003974,0.003343,0.000888
furious,Anger/Hostility,-0.187013,-0.183849,-0.181305,-0.179107,-0.180045,-0.180121,-0.003165,0.002544,0.004742,0.003804,0.003727,0.000745
disdainful,Anger/Hostility,-0.002812,-0.000405,0.002184,0.002576,0.003393,0.002497,-0.002407,0.00259,0.002982,0.003799,0.002902,0.00109
miserable,Sadness/Despair,0.13291,0.133999,0.135653,0.136693,0.137752,0.136368,-0.001089,0.001654,0.002694,0.003753,0.002369,0.000693
paranoid,Suspicion,0.111707,0.112484,0.112447,0.112251,0.116227,0.112743,-0.000777,-3.7e-05,-0.000234,0.003743,0.000259,0.000688
lazy,Fatigue,0.020001,0.021721,0.024587,0.023083,0.0253,0.02394,-0.00172,0.002865,0.001362,0.003578,0.002218,0.00085
desperate,Sadness/Despair,0.1438,0.144537,0.145349,0.148064,0.148063,0.14693,-0.000737,0.000812,0.003527,0.003526,0.002393,0.00075
exasperated,Anger/Hostility,-0.014612,-0.012175,-0.009548,-0.007628,-0.008656,-0.008536,-0.002437,0.002627,0.004547,0.003519,0.003639,0.001111
afraid,Fear/Anxiety,-0.052412,-0.048898,-0.04662,-0.047329,-0.045391,-0.046833,-0.003514,0.002278,0.001569,0.003507,0.002065,0.000602
overwhelmed,Fear/Anxiety,0.100876,0.101823,0.102727,0.104597,0.105284,0.103887,-0.000948,0.000904,0.002774,0.003461,0.002064,0.000752
tormented,Fear/Anxiety,0.012431,0.01161,0.012162,0.013436,0.015038,0.013069,0.000821,0.000552,0.001826,0.003428,0.001459,0.00066
guilty,Shame/Guilt,0.07924,0.079936,0.080805,0.0818,0.083289,0.081538,-0.000696,0.000869,0.001864,0.003353,0.001602,0.000672
compassionate,Compassion,0.08195,0.083064,0.086243,0.086357,0.086397,0.086313,-0.001114,0.003179,0.003292,0.003332,0.003249,0.000891
scornful,Anger/Hostility,-0.087298,-0.086565,-0.084091,-0.080483,-0.083252,-0.082275,-0.000733,0.002474,0.006082,0.003313,0.00429,0.000928
dispirited,Sadness/Despair,0.027591,0.027787,0.030379,0.032515,0.030985,0.031465,-0.000196,0.002592,0.004729,0.003198,0.003678,0.000748
greedy,Defiance/Spite,-0.026533,-0.02627,-0.025491,-0.026589,-0.023176,-0.025778,-0.000264,0.000778,-0.000319,0.003094,0.000491,0.000956
shocked,Surprise/Confusion,-0.168228,-0.164416,-0.16204,-0.162706,-0.1614,-0.162293,-0.003812,0.002377,0.00171,0.003016,0.002123,0.000723
troubled,Fear/Anxiety,-0.02883,-0.028833,-0.028353,-0.025988,-0.025928,-0.026969,4e-06,0.000481,0.002845,0.002905,0.001864,0.000784
heartbroken,Sadness/Despair,0.065765,0.067618,0.068372,0.067029,0.070514,0.06795,-0.001853,0.000754,-0.000589,0.002896,0.000332,0.001056
unnerved,Fear/Anxiety,-0.01416,-0.01175,-0.009639,-0.009439,-0.00886,-0.009463,-0.00241,0.002111,0.002311,0.00289,0.002287,0.000623
brooding,Sadness/Despair,0.149233,0.149116,0.150155,0.151473,0.151695,0.150945,0.000118,0.001039,0.002357,0.002579,0.001829,0.000978
vibrant,Positive/Joy,-0.155326,-0.155573,-0.155186,-0.154311,-0.153169,-0.154559,0.000246,0.000387,0.001261,0.002404,0.001014,0.000514
vigilant,Suspicion,0.127825,0.127884,0.130037,0.131689,0.130162,0.130841,-6e-05,0.002153,0.003804,0.002278,0.002957,0.000986
remorseful,Shame/Guilt,-0.131233,-0.126931,-0.125663,-0.127992,-0.124702,-0.12668,-0.004302,0.001269,-0.001061,0.002229,0.000251,0.000999
unhappy,Sadness/Despair,0.09153,0.092322,0.092188,0.095657,0.094325,0.094071,-0.000792,-0.000135,0.003335,0.002002,0.001748,0.000975
tired,Fatigue,0.180625,0.181474,0.180811,0.181231,0.183391,0.181279,-0.000849,-0.000663,-0.000243,0.001917,-0.000195,0.000808
alert,Alertness,-0.000657,-0.00259,-0.002853,-0.00267,-0.001017,-0.002576,0.001933,-0.000263,-8.1e-05,0.001573,1.4e-05,0.000698
listless,Fatigue,0.152065,0.15238,0.153176,0.153137,0.153949,0.153237,-0.000315,0.000797,0.000758,0.001569,0.000858,0.000608
sad,Sadness/Despair,-0.082469,-0.080039,-0.078544,-0.078927,-0.078507,-0.078724,-0.00243,0.001495,0.001112,0.001532,0.001315,0.000636
jealous,Shame/Guilt,-0.070588,-0.068907,-0.067318,-0.067767,-0.067528,-0.067555,-0.001681,0.00159,0.00114,0.00138,0.001352,0.000798
restless,Fatigue,0.229727,0.229123,0.229972,0.230103,0.230502,0.23009,0.000604,0.000849,0.00098,0.001379,0.000966,0.000779
weary,Fatigue,-0.024798,-0.025248,-0.025143,-0.02331,-0.023916,-0.024138,0.00045,0.000105,0.001938,0.001332,0.00111,0.000961
triumphant,Positive/Joy,-0.028766,-0.028763,-0.027748,-0.025171,-0.027514,-0.026489,-3e-06,0.001016,0.003592,0.001249,0.002274,0.000798
nervous,Fear/Anxiety,0.087935,0.08844,0.088664,0.088478,0.089665,0.088678,-0.000504,0.000224,3.8e-05,0.001226,0.000238,0.000675
frustrated,Anger/Hostility,-0.032656,-0.03546,-0.035992,-0.035109,-0.034332,-0.035398,0.002803,-0.000532,0.000351,0.001128,6.2e-05,0.000843
unsettled,Fear/Anxiety,0.159678,0.160293,0.160347,0.160175,0.161395,0.160373,-0.000615,5.4e-05,-0.000118,0.001103,8e-05,0.000566
gloomy,Sadness/Despair,0.09859,0.097564,0.097363,0.098483,0.098483,0.098016,0.001026,-0.0002,0.00092,0.000919,0.000452,0.000944
grief-stricken,Sadness/Despair,0.055565,0.055192,0.054836,0.053509,0.056033,0.054324,0.000374,-0.000355,-0.001683,0.000842,-0.000868,0.001027
smug,Positive/Joy,-0.146248,-0.14552,-0.144839,-0.146055,-0.144718,-0.145409,-0.000728,0.000681,-0.000535,0.000802,0.000111,0.000789
frightened,Fear/Anxiety,-0.080483,-0.082859,-0.084215,-0.083652,-0.08207,-0.083724,0.002376,-0.001357,-0.000793,0.000789,-0.000865,0.00063
aroused,Alertness,0.069665,0.071012,0.069856,0.070449,0.071627,0.070323,-0.001347,-0.001156,-0.000563,0.000615,-0.000689,0.000823
regretful,Shame/Guilt,-0.030274,-0.029996,-0.029825,-0.030322,-0.02942,-0.030022,-0.000278,0.000171,-0.000326,0.000577,-2.5e-05,0.000634
valiant,Defiance/Spite,0.097704,0.094718,0.094241,0.097671,0.095139,0.095977,0.002986,-0.000477,0.002953,0.000421,0.001259,0.00096
docile,Passive,0.097349,0.098248,0.0982,0.098424,0.098489,0.098337,-0.000899,-4.8e-05,0.000176,0.000241,8.9e-05,0.000712
bitter,Shame/Guilt,0.097665,0.100927,0.103697,0.102828,0.101083,0.103011,-0.003262,0.00277,0.001901,0.000156,0.002084,0.001022
ecstatic,Positive/Joy,-0.057235,-0.058389,-0.059377,-0.059797,-0.058253,-0.059462,0.001155,-0.000988,-0.001407,0.000137,-0.001073,0.000828
sleepy,Fatigue,0.172828,0.171543,0.170899,0.169647,0.171492,0.17036,0.001285,-0.000644,-0.001896,-5.1e-05,-0.001183,0.000912
awestruck,Surprise/Confusion,0.147641,0.144463,0.143216,0.142413,0.144379,0.142951,0.003177,-0.001248,-0.00205,-8.5e-05,-0.001512,0.000862
sorry,Sadness/Despair,0.022522,0.021946,0.022319,0.02219,0.021828,0.022206,0.000577,0.000373,0.000244,-0.000117,0.000261,0.000793
invigorated,Positive/Joy,-0.012619,-0.014945,-0.015585,-0.014844,-0.01518,-0.015188,0.002326,-0.00064,0.000101,-0.000236,-0.000243,0.000669
annoyed,Anger/Hostility,-0.059049,-0.058752,-0.058813,-0.05783,-0.059077,-0.058369,-0.000298,-6.1e-05,0.000922,-0.000326,0.000383,0.00065
droopy,Fatigue,-0.005809,-0.006473,-0.007728,-0.007012,-0.006861,-0.007295,0.000664,-0.001255,-0.000539,-0.000388,-0.000822,0.00084
resigned,Passive,0.020282,0.018629,0.017145,0.018888,0.018169,0.018086,0.001653,-0.001484,0.000259,-0.000459,-0.000543,0.000819
tense,Fear/Anxiety,-0.072779,-0.071929,-0.072251,-0.07345,-0.07263,-0.072865,-0.00085,-0.000322,-0.001521,-0.000701,-0.000935,0.000808
embarrassed,Embarrassment,-0.046708,-0.046631,-0.048789,-0.051193,-0.047394,-0.049797,-7.7e-05,-0.002159,-0.004562,-0.000764,-0.003166,0.000822
grateful,Positive/Joy,0.119194,0.119073,0.119503,0.11843,0.118283,0.118863,0.000121,0.00043,-0.000643,-0.00079,-0.00021,0.000644
inspired,Positive/Joy,-0.016602,-0.018154,-0.019709,-0.019301,-0.018949,-0.019435,0.001551,-0.001556,-0.001147,-0.000796,-0.001282,0.00076
energized,Positive/Joy,-0.057627,-0.058591,-0.059008,-0.056093,-0.059444,-0.057656,0.000964,-0.000418,0.002498,-0.000853,0.000934,0.000742
dumbstruck,Surprise/Confusion,-0.020641,-0.02234,-0.023807,-0.023432,-0.023202,-0.023565,0.001699,-0.001467,-0.001092,-0.000862,-0.001225,0.00074
disoriented,Surprise/Confusion,-0.034567,-0.034156,-0.036035,-0.034959,-0.035512,-0.035465,-0.000411,-0.001878,-0.000803,-0.001356,-0.001309,0.000807
exuberant,Positive/Joy,0.001027,-0.002112,-0.004376,-0.004956,-0.003519,-0.004566,0.003139,-0.002265,-0.002844,-0.001407,-0.002454,0.000847
hurt,Fear/Anxiety,-0.104081,-0.101987,-0.10199,-0.101978,-0.103492,-0.102139,-0.002093,-3e-06,9e-06,-0.001504,-0.000152,0.000645
shaken,Fear/Anxiety,-0.05211,-0.056596,-0.058587,-0.05522,-0.058237,-0.056937,0.004487,-0.001991,0.001377,-0.001641,-0.000341,0.000987
infatuated,Compassion,-0.050663,-0.049349,-0.050055,-0.052615,-0.05099,-0.051378,-0.001314,-0.000707,-0.003266,-0.001641,-0.00203,0.001259
eager,Positive/Joy,0.06761,0.06568,0.063047,0.06384,0.063999,0.063525,0.00193,-0.002632,-0.00184,-0.001681,-0.002155,0.000757
depressed,Sadness/Despair,0.019851,0.018715,0.017612,0.015941,0.016921,0.01674,0.001137,-0.001103,-0.002773,-0.001793,-0.001975,0.000654
panicked,Fear/Anxiety,0.013653,0.011259,0.008693,0.006979,0.009398,0.007944,0.002394,-0.002566,-0.00428,-0.001861,-0.003315,0.000847
relieved,Positive/Joy,0.070527,0.068451,0.068213,0.067935,0.066591,0.067912,0.002075,-0.000238,-0.000517,-0.001861,-0.000539,0.000627
excited,Positive/Joy,-0.036585,-0.040046,-0.04274,-0.045208,-0.041948,-0.043841,0.003461,-0.002694,-0.005162,-0.001903,-0.003795,0.001048
mystified,Surprise/Confusion,-0.064326,-0.065939,-0.068249,-0.068875,-0.068031,-0.068527,0.001613,-0.00231,-0.002936,-0.002092,-0.002588,0.00066
surprised,Surprise/Confusion,-0.130687,-0.130456,-0.131922,-0.132595,-0.132571,-0.132311,-0.000232,-0.001466,-0.002139,-0.002115,-0.001856,0.00069
blissful,Positive/Joy,0.070962,0.070386,0.069579,0.070727,0.068257,0.069993,0.000576,-0.000806,0.000341,-0.002128,-0.000393,0.000709
playful,Positive/Joy,-0.108184,-0.10682,-0.106666,-0.1082,-0.108973,-0.107639,-0.001365,0.000154,-0.001381,-0.002154,-0.00082,0.000932
kind,Compassion,0.052517,0.05072,0.051474,0.050497,0.048558,0.050705,0.001797,0.000754,-0.000223,-0.002162,-1.5e-05,0.000933
vulnerable,Fear/Anxiety,-0.008005,-0.007196,-0.007684,-0.007815,-0.009534,-0.007938,-0.000809,-0.000488,-0.000619,-0.002338,-0.000742,0.000788
pleased,Positive/Joy,-0.061404,-0.062815,-0.06461,-0.064931,-0.065257,-0.064831,0.001411,-0.001795,-0.002117,-0.002442,-0.002016,0.000738
astonished,Surprise/Confusion,-0.087508,-0.088234,-0.089049,-0.090864,-0.09088,-0.090108,0.000726,-0.000815,-0.00263,-0.002645,-0.001873,0.000693
empathetic,Compassion,-0.027084,-0.026705,-0.026193,-0.029158,-0.029403,-0.027945,-0.00038,0.000511,-0.002454,-0.002698,-0.001241,0.000927
loving,Compassion,0.0729,0.070213,0.068923,0.067307,0.0674,0.067992,0.002687,-0.00129,-0.002906,-0.002813,-0.002222,0.000827
relaxed,Calm/Serenity,-0.011306,-0.014843,-0.017387,-0.018138,-0.017681,-0.017777,0.003537,-0.002544,-0.003295,-0.002838,-0.002934,0.000761
joyful,Positive/Joy,-0.014488,-0.016462,-0.018695,-0.018366,-0.019426,-0.018613,0.001973,-0.002233,-0.001904,-0.002964,-0.002151,0.000834
self-confident,Positive/Joy,-0.004887,-0.006273,-0.00757,-0.007115,-0.009245,-0.007525,0.001385,-0.001298,-0.000842,-0.002972,-0.001252,0.000855
skeptical,Suspicion,-0.047346,-0.047325,-0.048127,-0.048816,-0.05031,-0.048682,-2.2e-05,-0.000802,-0.001492,-0.002985,-0.001358,0.000898
stimulated,Alertness,0.054164,0.052055,0.049839,0.050623,0.049035,0.050132,0.002108,-0.002217,-0.001432,-0.00302,-0.001923,0.000741
puzzled,Surprise/Confusion,0.011675,0.009892,0.008002,0.006627,0.00687,0.007227,0.001784,-0.001889,-0.003264,-0.003022,-0.002665,0.00055
on edge,Fear/Anxiety,-0.024525,-0.025353,-0.027432,-0.029607,-0.028484,-0.028583,0.000828,-0.002079,-0.004254,-0.003131,-0.003229,0.000754
uneasy,Fear/Anxiety,-0.074736,-0.074443,-0.076285,-0.077204,-0.077627,-0.076864,-0.000292,-0.001842,-0.002761,-0.003184,-0.002421,0.000717
optimistic,Positive/Joy,-0.022198,-0.023993,-0.02548,-0.027546,-0.027182,-0.026646,0.001796,-0.001486,-0.003553,-0.003189,-0.002652,0.000802
amazed,Surprise/Confusion,-0.015303,-0.015886,-0.018826,-0.022254,-0.019485,-0.020537,0.000582,-0.002941,-0.006368,-0.003599,-0.004651,0.000845
jubilant,Positive/Joy,0.054012,0.051919,0.050992,0.050736,0.048304,0.050592,0.002093,-0.000927,-0.001182,-0.003614,-0.001327,0.000847
self-critical,Shame/Guilt,-0.147199,-0.146807,-0.147772,-0.148784,-0.150513,-0.14854,-0.000392,-0.000965,-0.001977,-0.003706,-0.001733,0.000713
sentimental,Nostalgia,0.074736,0.072569,0.070023,0.06703,0.068843,0.068467,0.002166,-0.002547,-0.00554,-0.003727,-0.004103,0.000866
self-conscious,Embarrassment,-0.082894,-0.085309,-0.086258,-0.089266,-0.089144,-0.087997,0.002415,-0.000949,-0.003957,-0.003834,-0.002688,0.001007
reflective,Nostalgia,-0.014564,-0.017231,-0.01956,-0.019645,-0.021075,-0.019757,0.002668,-0.002329,-0.002414,-0.003844,-0.002526,0.00057
amused,Positive/Joy,-0.091289,-0.093215,-0.095027,-0.096519,-0.097326,-0.095979,0.001926,-0.001812,-0.003304,-0.004112,-0.002764,0.000863
euphoric,Positive/Joy,0.051973,0.051171,0.047983,0.047467,0.047022,0.047637,0.000802,-0.003188,-0.003704,-0.00415,-0.003535,0.000845
stuck,Sadness/Despair,0.083142,0.080231,0.077421,0.079134,0.076058,0.078101,0.002911,-0.00281,-0.001097,-0.004173,-0.00213,0.001132
proud,Positive/Joy,0.099068,0.096303,0.093152,0.092215,0.092068,0.092591,0.002766,-0.00315,-0.004087,-0.004235,-0.003711,0.000755
bewildered,Surprise/Confusion,0.143778,0.140765,0.138723,0.139666,0.136516,0.138947,0.003013,-0.002042,-0.001099,-0.004249,-0.001818,0.000833
bored,Fatigue,0.248573,0.245976,0.243276,0.242342,0.241619,0.242657,0.002597,-0.0027,-0.003634,-0.004357,-0.003319,0.000931
melancholy,Sadness/Despair,0.192134,0.189665,0.186136,0.185712,0.185268,0.185843,0.002469,-0.003529,-0.003953,-0.004397,-0.003822,0.001113
cheerful,Positive/Joy,-0.112065,-0.112667,-0.114508,-0.115504,-0.117081,-0.11525,0.000602,-0.001841,-0.002837,-0.004415,-0.002584,0.000589
enthusiastic,Positive/Joy,-0.105163,-0.107487,-0.109789,-0.113545,-0.112,-0.111817,0.002324,-0.002302,-0.006058,-0.004513,-0.00433,0.000997
sluggish,Fatigue,0.063529,0.063416,0.06185,0.058351,0.058635,0.059841,0.000113,-0.001566,-0.005065,-0.004781,-0.003575,0.000754
rattled,Fear/Anxiety,-0.071198,-0.071824,-0.074337,-0.076577,-0.07666,-0.07565,0.000626,-0.002513,-0.004753,-0.004837,-0.003826,0.000852
patient,Passive,0.096904,0.094077,0.092274,0.091472,0.088997,0.091552,0.002827,-0.001803,-0.002605,-0.00508,-0.002525,0.00066
worn out,Fatigue,-0.014014,-0.014563,-0.015537,-0.017101,-0.019774,-0.016724,0.000549,-0.000974,-0.002538,-0.005211,-0.00216,0.00073
delighted,Positive/Joy,-0.103879,-0.107063,-0.109442,-0.109086,-0.112363,-0.109573,0.003185,-0.002378,-0.002023,-0.0053,-0.002509,0.000706
sympathetic,Compassion,-0.053064,-0.054393,-0.056124,-0.060734,-0.059756,-0.058708,0.001329,-0.001731,-0.006341,-0.005363,-0.004315,0.00091
suspicious,Suspicion,-0.068338,-0.068668,-0.07206,-0.074764,-0.074111,-0.073567,0.000331,-0.003392,-0.006095,-0.005443,-0.004899,0.000855
fulfilled,Positive/Joy,0.035477,0.032591,0.030972,0.029749,0.027091,0.029985,0.002886,-0.001619,-0.002843,-0.0055,-0.002606,0.000719
thrilled,Positive/Joy,-0.085712,-0.089032,-0.09203,-0.093108,-0.094554,-0.092807,0.00332,-0.002998,-0.004075,-0.005522,-0.003775,0.000687
worried,Fear/Anxiety,0.058703,0.059488,0.059161,0.055889,0.053951,0.057056,-0.000785,-0.000327,-0.003599,-0.005537,-0.002432,0.001054
perplexed,Surprise/Confusion,-0.169055,-0.169478,-0.170948,-0.174286,-0.175087,-0.172975,0.000423,-0.00147,-0.004807,-0.005609,-0.003496,0.00118
terrified,Fear/Anxiety,-0.085134,-0.086725,-0.088261,-0.089803,-0.092381,-0.089425,0.001591,-0.001535,-0.003077,-0.005655,-0.002699,0.000982
nostalgic,Nostalgia,0.014802,0.014839,0.012664,0.007524,0.008868,0.009809,-3.8e-05,-0.002175,-0.007315,-0.005971,-0.00503,0.000931
calm,Calm/Serenity,0.0353,0.032047,0.029492,0.027798,0.025905,0.02831,0.003254,-0.002554,-0.004248,-0.006142,-0.003736,0.000813
lonely,Sadness/Despair,0.110194,0.108974,0.107536,0.104395,0.102782,0.10554,0.001221,-0.001438,-0.004578,-0.006191,-0.003433,0.000806
hopeful,Positive/Joy,-0.016748,-0.021325,-0.025016,-0.02608,-0.0277,-0.025803,0.004576,-0.003691,-0.004756,-0.006375,-0.004478,0.000812
indifferent,Passive,-0.145224,-0.147699,-0.148585,-0.151678,-0.154716,-0.1507,0.002475,-0.000886,-0.003979,-0.007017,-0.003001,0.001001
thankful,Positive/Joy,-0.041575,-0.045958,-0.04979,-0.048998,-0.053118,-0.049754,0.004383,-0.003832,-0.00304,-0.00716,-0.003796,0.000896
rejuvenated,Positive/Joy,0.05931,0.054117,0.050644,0.048773,0.045728,0.04924,0.005193,-0.003473,-0.005344,-0.008389,-0.004877,0.000726
happy,Positive/Joy,-0.086688,-0.089328,-0.092812,-0.095157,-0.097994,-0.09447,0.00264,-0.003484,-0.005829,-0.008667,-0.005142,0.000707
dependent,Shame/Guilt,-0.06769,-0.07013,-0.07352,-0.076389,-0.078807,-0.075441,0.00244,-0.00339,-0.00626,-0.008678,-0.005311,0.000632
safe,Calm/Serenity,-0.065693,-0.068253,-0.070436,-0.072919,-0.077005,-0.072303,0.00256,-0.002182,-0.004666,-0.008751,-0.00405,0.000859
peaceful,Calm/Serenity,0.077483,0.070495,0.065511,0.064958,0.060843,0.064765,0.006988,-0.004984,-0.005536,-0.009652,-0.00573,0.000864
serene,Calm/Serenity,0.070019,0.063359,0.058966,0.056,0.053564,0.056987,0.00666,-0.004392,-0.007359,-0.009794,-0.006371,0.0008
satisfied,Positive/Joy,-0.052856,-0.057743,-0.061495,-0.062208,-0.067614,-0.062468,0.004888,-0.003751,-0.004464,-0.009871,-0.004724,0.000903
elated,Positive/Joy,-0.073697,-0.075541,-0.07995,-0.082969,-0.085434,-0.081962,0.001844,-0.004409,-0.007428,-0.009893,-0.006421,0.000784
hope,Positive/Joy,0.028402,0.022971,0.018668,0.016644,0.012639,0.017076,0.005431,-0.004303,-0.006326,-0.010331,-0.005894,0.000787
at ease,Calm/Serenity,-0.03775,-0.040016,-0.043226,-0.047455,-0.050732,-0.046027,0.002266,-0.00321,-0.007439,-0.010716,-0.006011,0.000983
refreshed,Positive/Joy,-0.044577,-0.048741,-0.053719,-0.055931,-0.06049,-0.055478,0.004164,-0.004978,-0.00719,-0.011749,-0.006736,0.000957
content,Calm/Serenity,-0.117093,-0.122162,-0.127711,-0.130522,-0.13624,-0.129938,0.005069,-0.005549,-0.00836,-0.014078,-0.007776,0.000921
